Mike Boone,MIN,24,,16,2,4,3,17,5.7,0,0,7,0.2,1.1,75.0%,4.3,49,273,3,9,59,5.6,17.1,3.1,52,5.6,290,3,0
Mark Walton,MIA,22,,7,4,21,15,89,5.9,0,3,18,2.1,12.7,71.4%,4.2,53,201,0,11,19,3.8,28.7,7.6,68,4.3,290,0,1
Jarius Wright,CAR,30,WR,16,9,58,28,296,10.6,0,16,33,1.8,18.5,48.3%,5.1,1,-7,0,0,-7,-7.0,-0.4,0.1,29,10.0,289,0,0
Daniel Jones ,NYG,22,QB,13,12,0,0,0,,0,0,0,0.0,0.0,0.0%,,45,279,2,21,26,6.2,21.5,3.5,45,6.2,279,2,18
Marcus Johnson,IND,25,WR,8,6,33,17,277,16.3,2,12,50,2.1,34.6,51.5%,8.4,,,,0,,,,,17,16.3,277,2,0
Dak Prescott ,DAL,26,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,52,277,3,19,42,5.3,17.3,3.3,52,5.3,277,3,6
Vyncint Smith,NYJ,23,,13,4,31,17,225,13.2,0,11,37,1.3,17.3,54.8%,7.3,3,52,1,3,20,17.3,4.0,0.2,20,13.9,277,1,1
Vance McDonald,PIT,29,TE,14,14,55,38,273,7.2,3,12,22,2.7,19.5,69.1%,5.0,1,2,0,0,2,2.0,0.1,0.1,39,7.1,275,3,1
Malcolm Brown ,LAR,26,,14,1,6,2,16,8.0,0,0,10,0.1,1.1,33.3%,2.7,69,255,5,16,17,3.7,18.2,4.9,71,3.8,271,5,0
Seth Roberts ,BAL,28,,16,0,35,21,271,12.9,2,18,33,1.3,16.9,60.0%,7.7,,,,0,,,,,21,12.9,271,2,0
Will Dissly,SEA,23,TE,6,6,27,23,262,11.4,4,14,38,3.8,43.7,85.2%,9.7,1,7,0,0,7,7.0,1.2,0.2,24,11.2,269,4,1
Keke Coutee,HOU,22,,9,4,36,22,254,11.5,0,10,51,2.4,28.2,61.1%,7.1,2,14,1,2,10,7.0,1.6,0.2,24,11.2,268,1,1
Marvin Hall,DET,26,,9,0,11,7,261,37.3,1,7,58,0.8,29.0,63.6%,23.7,1,7,0,0,7,7.0,0.8,0.1,8,33.5,268,1,0
Kaden Smith,NYG,22,te,9,6,42,31,268,8.6,3,12,32,3.4,29.8,73.8%,6.4,,,,0,,,,,31,8.6,268,3,2
Bilal Powell,NYJ,31,,13,1,12,7,33,4.7,0,0,9,0.5,2.5,58.3%,2.8,59,229,0,12,17,3.9,17.6,4.5,66,4.0,262,0,0
Greg Ward,PHI,24,,7,3,40,28,254,9.1,1,18,38,4.0,36.3,70.0%,6.4,1,5,0,0,5,5.0,0.7,0.1,29,8.9,259,1,0
Isaiah Ford,MIA,23,,8,0,35,23,244,10.6,0,16,28,2.9,30.5,65.7%,7.0,1,11,0,1,11,11.0,1.4,0.1,24,10.6,255,0,0
Ryquell Armstead,JAX,23,,16,1,24,14,144,10.3,2,9,31,0.9,9.0,58.3%,6.0,35,108,0,5,16,3.1,6.8,2.2,49,5.1,252,2,0
Jameis Winston,TAM,25,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,59,250,1,18,26,4.2,15.6,3.7,59,4.2,250,1,12
Kyle Juszczyk*,SFO,28,FB,12,12,24,20,239,12.0,1,11,49,1.7,19.9,83.3%,10.0,3,7,0,1,6,2.3,0.6,0.3,23,10.7,246,1,0
Pharoh Cooper,2TM,24,,13,1,33,25,243,9.7,1,10,28,1.9,18.7,75.8%,7.4,1,2,0,0,2,2.0,0.2,0.1,26,9.4,245,1,0
Paul Richardson ,WAS,27,WR,10,6,42,28,245,8.8,2,13,22,2.8,24.5,66.7%,5.8,1,0,0,0,0,0.0,0.0,0.1,29,8.4,245,2,0
Malik Turner,SEA,23,,15,3,22,15,245,16.3,1,10,33,1.0,16.3,68.2%,11.1,,,,0,,,,,15,16.3,245,1,0
Ryan Fitzpatrick,MIA,37,QB,15,13,0,0,0,,0,0,0,0.0,0.0,0.0%,,54,243,4,16,20,4.5,16.2,3.6,54,4.5,243,4,9
Carson Wentz ,PHI,27,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,62,243,1,21,19,3.9,15.2,3.9,62,3.9,243,1,16
C.J. Uzomah,CIN,26,TE,16,16,40,27,242,9.0,2,12,36,1.7,15.1,67.5%,6.1,,,,0,,,,,27,9.0,242,2,0
Jeremy Sprinkle,WAS,25,TE,16,13,40,26,241,9.3,1,13,23,1.6,15.1,65.0%,6.0,,,,0,,,,,26,9.3,241,1,1
Charles Clay,ARI,30,TE,15,10,24,18,237,13.2,1,12,47,1.2,15.8,75.0%,9.9,,,,0,,,,,18,13.2,237,1,0
Tre'Quan Smith,NOR,23,WR,11,6,25,18,234,13.0,5,17,32,1.6,21.3,72.0%,9.4,,,,0,,,,,18,13.0,234,5,0
Jacoby Brissett,IND,27,QB,15,15,1,1,2,2.0,0,0,2,0.1,0.1,100.0%,2.0,56,228,4,20,24,4.1,15.2,3.7,57,4.0,230,4,7
Ricky Seals-Jones,CLE,24,,14,3,22,14,229,16.4,4,10,59,1.0,16.4,63.6%,10.4,,,,0,,,,,14,16.4,229,4,1
Josh Hill,NOR,29,TE,16,11,35,25,226,9.0,3,13,29,1.6,14.1,71.4%,6.5,,,,0,,,,,25,9.0,226,3,0
Tavon Austin,DAL,29,,14,0,24,13,177,13.6,1,8,59,0.9,12.6,54.2%,7.4,6,47,1,2,20,7.8,3.4,0.4,19,11.8,224,2,1
Justin Jackson,LAC,24,,7,0,11,9,22,2.4,0,0,9,1.3,3.1,81.8%,2.0,29,200,0,9,40,6.9,28.6,4.1,38,5.8,222,0,0
Jaron Brown,SEA,29,WR,14,4,28,16,220,13.8,2,10,48,1.1,15.7,57.1%,7.9,,,,0,,,,,16,13.8,220,2,1
Zay Jones ,2TM,24,,15,9,45,27,216,8.0,0,10,23,1.8,14.4,60.0%,4.8,1,3,0,0,3,3.0,0.2,0.1,28,7.8,219,0,0
Jake Kumerow,GNB,27,,14,4,21,12,219,18.3,1,8,49,0.9,15.6,57.1%,10.4,,,,0,,,,,12,18.3,219,1,0
Patrick Mahomes *,KAN,24,QB,14,14,0,0,0,,0,0,0,0.0,0.0,0.0%,,43,218,2,15,25,5.1,15.6,3.1,43,5.1,218,2,3
Tim Patrick,DEN,26,,8,2,31,16,218,13.6,0,14,38,2.0,27.3,51.6%,7.0,,,,0,,,,,16,13.6,218,0,0
Scott Miller,TAM,22,,10,2,26,13,200,15.4,1,5,48,1.3,20.0,50.0%,7.7,2,16,0,1,18,8.0,1.6,0.2,15,14.4,216,1,0
Delanie Walker,TEN,35,,7,4,31,21,215,10.2,2,11,29,3.0,30.7,67.7%,6.9,,,,0,,,,,21,10.2,215,2,1
Bennie Fowler,NYG,28,,8,2,36,23,193,8.4,0,12,17,2.9,24.1,63.9%,5.4,1,20,0,1,20,20.0,2.5,0.1,24,8.9,213,0,0
Wayne Gallman,NYG,25,,10,2,15,11,102,9.3,1,4,21,1.1,10.2,73.3%,6.8,29,110,2,6,22,3.8,11.0,2.9,40,5.3,212,3,1
Anthony Firkser,TEN,24,,15,1,24,14,204,14.6,1,9,39,0.9,13.6,58.3%,8.5,,,,0,,,,,14,14.6,204,1,0
Andy Isabella,ARI,23,,15,1,13,9,189,21.0,1,4,88,0.6,12.6,69.2%,14.5,4,15,0,0,6,3.8,1.0,0.3,13,15.7,204,1,0
Ameer Abdullah,MIN,26,,16,0,21,15,88,5.9,1,5,16,0.9,5.5,71.4%,4.2,23,115,0,4,15,5.0,7.2,1.4,38,5.3,203,1,1
Maxx Williams,ARI,25,TE,16,10,19,15,202,13.5,1,11,28,0.9,12.6,78.9%,10.6,,,,0,,,,,15,13.5,202,1,0
Marquise Goodwin,SFO,29,wr,9,6,21,12,186,15.5,1,10,38,1.3,20.7,57.1%,8.9,1,15,0,1,15,15.0,1.7,0.1,13,15.5,201,1,0
Damion Ratley,CLE,24,,13,3,24,12,200,16.7,1,11,46,0.9,15.4,50.0%,8.3,,,,0,,,,,12,16.7,200,1,0
Kalen Ballage,MIA,24,RB,12,6,24,14,63,4.5,0,4,13,1.2,5.3,58.3%,2.6,74,135,3,10,8,1.8,11.3,6.2,88,2.3,198,3,0
Miles Boykin,BAL,23,WR,16,11,22,13,198,15.2,3,10,50,0.8,12.4,59.1%,9.0,,,,0,,,,,13,15.2,198,3,0
Trey Quinn,WAS,24,wr,12,6,47,26,198,7.6,1,10,19,2.2,16.5,55.3%,4.2,,,,0,,,,,26,7.6,198,1,1
Chester Rogers,IND,25,wr,12,6,28,16,179,11.2,2,11,27,1.3,14.9,57.1%,6.4,1,18,0,1,18,18.0,1.5,0.1,17,11.6,197,2,2
Justin Hardy ,ATL,28,,16,1,26,19,195,10.3,0,9,23,1.2,12.2,73.1%,7.5,,,,0,,,,,19,10.3,195,0,0
Ty Montgomery,NYJ,26,,16,2,17,13,90,6.9,0,3,21,0.8,5.6,76.5%,5.3,32,103,0,2,15,3.2,6.4,2.0,45,4.3,193,0,0
Ito Smith,ATL,24,,7,0,14,11,87,7.9,0,2,11,1.6,12.4,78.6%,6.2,22,106,1,10,28,4.8,15.1,3.1,33,5.8,193,1,0
Mitchell Trubisky ,CHI,25,QB,15,15,0,0,0,,0,0,0,0.0,0.0,0.0%,,48,193,2,12,23,4.0,12.9,3.2,48,4.0,193,2,5
KeeSean Johnson,ARI,23,,10,4,42,21,187,8.9,1,10,31,2.1,18.7,50.0%,4.5,1,3,0,0,3,3.0,0.3,0.1,22,8.6,190,1,1
T.J. Yeldon,BUF,26,,6,0,15,13,124,9.5,0,6,23,2.2,20.7,86.7%,8.3,17,63,0,5,12,3.7,10.5,2.8,30,6.2,187,0,1
Cordarrelle Patterson*+,CHI,28,,16,4,17,11,83,7.5,0,3,33,0.7,5.2,64.7%,4.9,17,103,0,4,46,6.1,6.4,1.1,28,6.6,186,0,0
Javon Wims,CHI,25,wr,16,6,39,18,186,10.3,1,9,37,1.1,11.6,46.2%,4.8,,,,0,,,,,18,10.3,186,1,0
Ryan Tannehill*,TEN,31,QB,12,10,0,0,0,,0,0,0,0.0,0.0,0.0%,,43,185,4,14,25,4.3,15.4,3.6,43,4.3,185,4,6
Trevor Davis,3TM,26,,14,4,11,8,111,13.9,0,4,28,0.6,7.9,72.7%,10.1,4,73,1,2,60,18.3,5.2,0.3,12,15.3,184,1,3
Myles Gaskin,MIA,22,,7,0,12,7,51,7.3,0,2,20,1.0,7.3,58.3%,4.3,36,133,1,7,27,3.7,19.0,5.1,43,4.3,184,1,0
Darrell Henderson,LAR,22,,13,0,6,4,37,9.3,0,1,14,0.3,2.8,66.7%,6.2,39,147,0,10,22,3.8,11.3,3.0,43,4.3,184,0,0
Laquon Treadwell,MIN,24,,13,1,16,9,184,20.4,1,8,58,0.7,14.2,56.3%,11.5,,,,0,,,,,9,20.4,184,1,0
Aaron Rodgers *,GNB,36,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,46,183,1,9,17,4.0,11.4,2.9,46,4.0,183,1,4
Dontrelle Inman,2TM,30,,7,1,21,12,181,15.1,0,9,28,1.7,25.9,57.1%,8.6,,,,0,,,,,12,15.1,181,0,0
Brandon Bolden,NWE,29,,15,2,11,9,111,12.3,1,6,29,0.6,7.4,81.8%,10.1,15,68,3,5,21,4.5,4.5,1.0,24,7.5,179,4,0
Foster Moreau,OAK,22,TE,13,7,25,21,174,8.3,5,14,23,1.6,13.4,84.0%,7.0,,,,0,,,,,21,8.3,174,5,0
Reggie Bonnafon,CAR,23,,16,0,9,6,57,9.5,0,1,32,0.4,3.6,66.7%,6.3,16,116,1,2,59,7.3,7.3,1.0,22,7.9,173,1,0
Logan Thomas,DET,28,,16,3,28,16,173,10.8,1,10,17,1.0,10.8,57.1%,6.2,,,,0,,,,,16,10.8,173,1,0
Ben Watson,NWE,39,te,10,8,24,17,173,10.2,0,9,26,1.7,17.3,70.8%,7.2,,,,0,,,,,17,10.2,173,0,0
Darwin Thompson,KAN,23,,12,0,10,9,43,4.8,0,2,19,0.8,3.6,90.0%,4.3,37,128,1,9,12,3.5,10.7,3.1,46,3.7,171,1,0
Travis Homer,SEA,21,,16,1,13,11,56,5.1,0,3,11,0.7,3.5,84.6%,4.3,18,114,0,6,29,6.3,7.1,1.1,29,5.9,170,0,0
Byron Pringle,KAN,26,,16,0,16,12,170,14.2,1,7,28,0.8,10.6,75.0%,10.6,,,,0,,,,,12,14.2,170,1,0
JJ Arcega-Whiteside,PHI,23,wr,16,5,22,10,169,16.9,1,7,30,0.6,10.6,45.5%,7.7,,,,0,,,,,10,16.9,169,1,0
Jakeem Grant,MIA,27,,10,2,33,19,164,8.6,0,9,18,1.9,16.4,57.6%,5.0,4,5,1,1,7,1.3,0.5,0.4,23,7.3,169,1,2
Rhett Ellison,NYG,31,fb,10,7,28,18,167,9.3,1,4,31,1.8,16.7,64.3%,6.0,,,,0,,,,,18,9.3,167,1,0
C.J. Ham*,MIN,26,FB,16,7,26,17,149,8.8,1,6,36,1.1,9.3,65.4%,5.7,7,17,0,2,9,2.4,1.1,0.4,24,6.9,166,1,1
Nick Vannett,2TM,26,,16,7,22,17,166,9.8,0,5,18,1.1,10.4,77.3%,7.5,,,,0,,,,,17,9.8,166,0,0
Duke Williams,BUF,26,,4,3,19,12,166,13.8,1,8,41,3.0,41.5,63.2%,8.7,,,,0,,,,,12,13.8,166,1,0
Kalif Raymond,TEN,25,,8,1,12,9,170,18.9,1,6,52,1.1,21.3,75.0%,14.2,1,-5,0,0,-5,-5.0,-0.6,0.1,10,16.5,165,1,1
Richie James,SFO,24,,16,1,10,6,165,27.5,1,5,57,0.4,10.3,60.0%,16.5,2,-1,0,0,0,-0.5,-0.1,0.1,8,20.5,164,1,1
DeAndre Carter ,HOU,26,,16,3,14,11,162,14.7,0,6,46,0.7,10.1,78.6%,11.6,,,,0,,,,,11,14.7,162,0,2
Parris Campbell,IND,22,,7,3,24,18,127,7.1,1,6,27,2.6,18.1,75.0%,5.3,4,34,0,1,22,8.5,4.9,0.6,22,7.3,161,1,3
DeSean Jackson,PHI,33,,3,3,10,9,159,17.7,2,6,53,3.0,53.0,90.0%,15.9,,,,0,,,,,9,17.7,159,2,0
Justin Watson,TAM,24,,16,2,26,15,159,10.6,2,10,17,0.9,9.9,57.7%,6.1,,,,0,,,,,15,10.6,159,2,0
Jeff Driskel,DET,26,,3,3,1,1,6,6.0,0,0,6,0.3,2.0,100.0%,6.0,22,151,1,10,23,6.9,50.3,7.3,23,6.8,157,1,1
Marcedes Lewis,GNB,35,TE,16,11,19,15,156,10.4,1,8,25,0.9,9.8,78.9%,8.2,,,,0,,,,,15,10.4,156,1,0
N'Keal Harry ,NWE,22,wr,7,5,24,12,105,8.8,2,7,18,1.7,15.0,50.0%,4.4,5,49,0,4,18,9.8,7.0,0.7,17,9.1,154,2,0
James O'Shaughnessy,JAX,27,TE,5,5,20,14,153,10.9,2,7,35,2.8,30.6,70.0%,7.7,,,,0,,,,,14,10.9,153,2,0
Jaeden Graham,ATL,24,,16,0,10,9,149,16.6,1,7,53,0.6,9.3,90.0%,14.9,,,,0,,,,,9,16.6,149,1,0
Demetrius Harris,CLE,28,TE,15,6,27,15,149,9.9,3,10,23,1.0,9.9,55.6%,5.5,,,,0,,,,,15,9.9,149,3,0
C.J. Prosise,SEA,25,,9,0,12,10,76,7.6,0,3,21,1.1,8.4,83.3%,6.3,23,72,1,4,17,3.1,8.0,2.6,33,4.5,148,1,1
Matt Ryan,ATL,34,QB,15,15,0,0,0,,0,0,0,0.0,0.0,0.0%,,34,147,1,10,12,4.3,9.8,2.3,34,4.3,147,1,9
Wendell Smallwood,WAS,25,,15,0,13,9,64,7.1,0,4,18,0.6,4.3,69.2%,4.9,22,81,0,4,17,3.7,5.4,1.5,31,4.7,145,0,0
Jesse James,DET,25,TE,16,11,27,16,142,8.9,0,8,23,1.0,8.9,59.3%,5.3,,,,0,,,,,16,8.9,142,0,0
Dontrell Hilliard,CLE,24,,14,0,15,12,92,7.7,0,4,19,0.9,6.6,80.0%,6.1,13,49,2,3,11,3.8,3.5,0.9,25,5.6,141,2,2
Baker Mayfield,CLE,24,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,28,141,3,15,18,5.0,8.8,1.8,28,5.0,141,3,6
Seth Devalve,JAX,26,te,12,6,18,12,140,11.7,0,7,20,1.0,11.7,66.7%,7.8,,,,0,,,,,12,11.7,140,0,0
Trey Edmunds,PIT,25,,11,0,7,6,48,8.0,0,2,11,0.5,4.4,85.7%,6.9,22,92,0,2,45,4.2,8.4,2.0,28,5.0,140,0,0
Jeff Wilson,SFO,24,,10,0,5,3,34,11.3,1,1,25,0.3,3.4,60.0%,6.8,27,105,4,9,25,3.9,10.5,2.7,30,4.6,139,5,0
Ian Thomas,CAR,23,,16,3,30,16,136,8.5,1,10,19,1.0,8.5,53.3%,4.5,,,,0,,,,,16,8.5,136,1,0
Derek Carrier,OAK,29,,16,4,19,13,108,8.3,1,4,25,0.8,6.8,68.4%,5.7,1,27,0,1,27,27.0,1.7,0.1,14,9.6,135,1,0
Keelan Doss,OAK,23,,8,2,14,11,133,12.1,0,6,31,1.4,16.6,78.6%,9.5,,,,0,,,,,11,12.1,133,0,0
Matt LaCosse,NWE,27,TE,11,8,19,13,131,10.1,1,6,24,1.2,11.9,68.4%,6.9,,,,0,,,,,13,10.1,131,1,0
Kerrith Whyte Jr,PIT,23,,6,0,1,1,9,9.0,0,1,9,0.2,1.5,100.0%,9.0,24,122,0,5,21,5.1,20.3,4.0,25,5.2,131,0,0
Marcus Mariota,TEN,26,qb,7,6,0,0,0,,0,0,0,0.0,0.0,0.0%,,24,129,0,5,15,5.4,18.4,3.4,24,5.4,129,0,3
Dan Arnold,2TM,24,,5,1,14,8,127,15.9,2,6,37,1.6,25.4,57.1%,9.1,,,,0,,,,,8,15.9,127,2,0
Mack Hollins,2TM,26,,16,3,23,10,125,12.5,0,7,20,0.6,7.8,43.5%,5.4,,,,0,,,,,10,12.5,125,0,0
Deon Cain,2TM,23,,13,6,20,9,124,13.8,0,7,35,0.7,9.5,45.0%,6.2,,,,0,,,,,9,13.8,124,0,0
Vernon Davis ,WAS,35,,4,1,19,10,123,12.3,1,4,48,2.5,30.8,52.6%,6.5,,,,0,,,,,10,12.3,123,1,0
Marcell Ateman,OAK,25,,11,0,10,5,116,23.2,0,4,36,0.5,10.5,50.0%,11.6,,,,0,,,,,5,23.2,116,0,1
Braxton Berrios,NYJ,24,,16,0,13,6,115,19.2,0,3,69,0.4,7.2,46.2%,8.8,,,,0,,,,,6,19.2,115,0,1
Olamide Zaccheaus,ATL,22,,10,0,5,3,115,38.3,1,2,93,0.3,11.5,60.0%,23.0,,,,0,,,,,3,38.3,115,1,0
Jeff Heuerman,DEN,27,TE,14,11,20,14,114,8.1,1,9,26,1.0,8.1,70.0%,5.7,,,,0,,,,,14,8.1,114,1,0
Ryan Izzo,NWE,24,,6,4,9,6,114,19.0,1,4,41,1.0,19.0,66.7%,12.7,,,,0,,,,,6,19.0,114,1,0
Tommy Sweeney,BUF,24,,6,1,13,8,114,14.3,0,4,29,1.3,19.0,61.5%,8.8,,,,0,,,,,8,14.3,114,0,0
Devin Smith,DAL,27,,4,2,9,5,113,22.6,1,4,51,1.3,28.3,55.6%,12.6,,,,0,,,,,5,22.6,113,1,0
Nick O'Leary,2TM,27,,12,5,18,13,109,8.4,1,4,19,1.1,9.1,72.2%,6.1,,,,0,,,,,13,8.4,109,1,1
Dante Pettis,SFO,24,,11,4,24,11,109,9.9,2,7,21,1.0,9.9,45.8%,4.5,,,,0,,,,,11,9.9,109,2,0
Kyle Allen,CAR,23,QB,13,12,0,0,0,,0,0,0,0.0,0.0,0.0%,,32,106,2,9,17,3.3,8.2,2.5,32,3.3,106,2,13
Brandon Zylstra,CAR,26,,8,0,12,8,106,13.3,0,5,40,1.0,13.3,66.7%,8.8,,,,0,,,,,8,13.3,106,0,1
Hale Hentges,WAS,23,,11,4,14,8,103,12.9,1,6,24,0.7,9.4,57.1%,7.4,,,,0,,,,,8,12.9,103,1,0
Dwayne Haskins ,WAS,22,qb,9,7,0,0,0,,0,0,0,0.0,0.0,0.0%,,20,101,0,7,23,5.1,11.2,2.2,20,5.1,101,0,6
Robert Tonyan,GNB,25,,11,1,15,10,100,10.0,1,4,28,0.9,9.1,66.7%,6.7,,,,0,,,,,10,10.0,100,1,0
Danny Vitale ,GNB,26,,15,4,12,7,97,13.9,0,3,27,0.5,6.5,58.3%,8.1,1,3,0,0,3,3.0,0.2,0.1,8,12.5,100,0,0
Mo Alie-Cox,IND,26,,16,2,11,8,93,11.6,0,5,21,0.5,5.8,72.7%,8.5,,,,0,,,,,8,11.6,93,0,0
Andrew Beck,DEN,23,te,16,6,12,9,90,10.0,1,6,29,0.6,5.6,75.0%,7.5,1,3,0,1,3,3.0,0.2,0.1,10,9.3,93,1,0
Robert Foster,BUF,25,,13,2,18,3,64,21.3,0,3,24,0.2,4.9,16.7%,3.6,2,29,0,1,22,14.5,2.2,0.2,5,18.6,93,0,0
Jon Hilliman,NYG,24,,3,1,4,3,1,0.3,0,0,5,1.0,0.3,75.0%,0.3,30,91,0,6,10,3.0,30.3,10.0,33,2.8,92,0,2
D'Ernest Johnson,CLE,23,,16,0,7,6,71,11.8,0,1,27,0.4,4.4,85.7%,10.1,4,21,0,0,13,5.3,1.3,0.3,10,9.2,92,0,0
Christian Blake,ATL,23,,9,3,24,11,91,8.3,0,5,13,1.2,10.1,45.8%,3.8,,,,0,,,,,11,8.3,91,0,0
Ross Dwelley,SFO,24,te,16,6,22,15,91,6.1,2,8,25,0.9,5.7,68.2%,4.1,,,,0,,,,,15,6.1,91,2,0
J.P. Holtz,2TM,26,,15,7,8,7,91,13.0,0,4,30,0.5,6.1,87.5%,11.4,,,,0,,,,,7,13.0,91,0,0
MyCole Pruitt,TEN,27,TE,16,10,8,6,90,15.0,1,4,42,0.4,5.6,75.0%,11.3,,,,0,,,,,6,15.0,90,1,0
Darren Sproles,PHI,36,,6,1,10,6,24,4.0,0,1,7,1.0,4.0,60.0%,2.4,17,66,0,3,17,3.9,11.0,2.8,23,3.9,90,0,1
Antonio Callaway,CLE,22,,4,2,15,8,89,11.1,0,3,41,2.0,22.3,53.3%,5.9,,,,0,,,,,8,11.1,89,0,0
Jesper Horsted,CHI,22,,6,1,10,8,87,10.9,1,4,20,1.3,14.5,80.0%,8.7,,,,0,,,,,8,10.9,87,1,1
Joshua Perkins ,PHI,26,,5,0,13,9,87,9.7,1,5,24,1.8,17.4,69.2%,6.7,,,,0,,,,,9,9.7,87,1,0
Trey Burton,CHI,28,te,8,5,24,14,84,6.0,0,5,16,1.8,10.5,58.3%,3.5,,,,0,,,,,14,6.0,84,0,0
Derek Carr,OAK,28,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,27,82,2,7,15,3.0,5.1,1.7,27,3.0,82,2,7
Damion Willis,CIN,22,,10,2,16,9,82,9.1,0,3,17,0.9,8.2,56.3%,5.1,,,,0,,,,,9,9.1,82,0,0
Trent Sherfield,ARI,23,,16,1,13,4,80,20.0,0,4,38,0.3,5.0,30.8%,6.2,,,,0,,,,,4,20.0,80,0,0
Luke Willson,SEA,29,te,8,7,10,8,79,9.9,0,5,17,1.0,9.9,80.0%,7.9,,,,0,,,,,8,9.9,79,0,0
Virgil Green,LAC,31,,15,4,13,9,78,8.7,1,4,15,0.6,5.2,69.2%,6.0,,,,0,,,,,9,8.7,78,1,0
Ryan Finley,CIN,25,,3,3,0,0,0,,0,0,0,0.0,0.0,0.0%,,10,77,0,4,24,7.7,25.7,3.3,10,7.7,77,0,4
KhaDarel Hodge,CLE,24,,16,1,10,4,76,19.0,0,3,41,0.3,4.8,40.0%,7.6,,,,0,,,,,4,19.0,76,0,0
Adam Shaheen,CHI,25,,8,2,13,9,74,8.2,0,3,18,1.1,9.3,69.2%,5.7,,,,0,,,,,9,8.2,74,0,1
Spencer Ware,KAN,28,,3,1,7,5,22,4.4,0,1,18,1.7,7.3,71.4%,3.1,17,51,0,3,6,3.0,17.0,5.7,22,3.3,73,0,1
Daniel Brown,NYJ,27,wr,16,5,11,7,72,10.3,1,4,24,0.4,4.5,63.6%,6.5,,,,0,,,,,7,10.3,72,1,0
Drew Lock,DEN,23,qb,5,5,0,0,0,,0,0,0,0.0,0.0,0.0%,,18,72,0,5,12,4.0,14.4,3.6,18,4.0,72,0,3
Tyler Kroft,BUF,27,,11,3,14,6,71,11.8,1,5,20,0.5,6.5,42.9%,5.1,,,,0,,,,,6,11.8,71,1,0
Chad Beebe,MIN,25,,3,0,2,2,70,35.0,0,2,61,0.7,23.3,100.0%,35.0,,,,0,,,,,2,35.0,70,0,3
Robert Griffin III,BAL,29,,7,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,20,70,0,5,16,3.5,10.0,2.9,20,3.5,70,0,0
Andy Dalton,CIN,32,QB,13,13,1,1,-4,-4.0,0,0,-4,0.1,-0.3,100.0%,-4.0,32,73,4,12,17,2.3,5.6,2.5,33,2.1,69,4,8
Riley Ridley,CHI,23,,5,0,7,6,69,11.5,0,4,32,1.2,13.8,85.7%,9.9,,,,0,,,,,6,11.5,69,0,0
Devlin Hodges ,PIT,23,qb,8,6,0,0,0,,0,0,0,0.0,0.0,0.0%,,21,68,0,5,22,3.2,8.5,2.6,21,3.2,68,0,5
Blake Bell,KAN,28,TE,15,7,15,8,67,8.4,0,3,30,0.5,4.5,53.3%,4.5,,,,0,,,,,8,8.4,67,0,0
Chris Hogan ,CAR,32,,7,1,15,8,67,8.4,0,3,13,1.1,9.6,53.3%,4.5,,,,0,,,,,8,8.4,67,0,0
Devontae Booker,DEN,27,,16,0,9,6,57,9.5,0,1,25,0.4,3.6,66.7%,6.3,2,9,0,0,5,4.5,0.6,0.1,8,8.3,66,0,0
Tra Carson,2TM,27,,3,1,4,4,18,4.5,0,0,8,1.3,6.0,100.0%,4.5,18,48,0,3,12,2.7,16.0,6.0,22,3.0,66,0,0
Rico Gafford,OAK,23,,4,1,2,2,66,33.0,1,2,49,0.5,16.5,100.0%,33.0,,,,0,,,,,2,33.0,66,1,0
Matthew Stafford,DET,31,QB,8,8,0,0,0,,0,0,0,0.0,0.0,0.0%,,20,66,0,5,12,3.3,8.3,2.5,20,3.3,66,0,5
Dwayne Washington,NOR,25,,16,0,1,1,6,6.0,0,0,6,0.1,0.4,100.0%,6.0,8,60,0,2,31,7.5,3.8,0.5,9,7.3,66,0,0
Durham Smythe,MIA,24,TE,16,14,14,7,65,9.3,0,2,24,0.4,4.1,50.0%,4.6,,,,0,,,,,7,9.3,65,0,0
Geoff Swaim,JAX,26,,6,2,17,13,65,5.0,0,1,9,2.2,10.8,76.5%,3.8,,,,0,,,,,13,5.0,65,0,0
Kirk Cousins *,MIN,31,QB,15,15,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,31,63,1,8,14,2.0,4.2,2.1,31,2.0,63,1,10
Sam Darnold ,NYJ,22,QB,13,13,0,0,0,,0,0,0,0.0,0.0,0.0%,,33,62,2,6,24,1.9,4.8,2.5,33,1.9,62,2,11
Jimmy Garoppolo,SFO,28,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,46,62,1,13,11,1.3,3.9,2.9,46,1.3,62,1,10
Anthony Levine,BAL,32,,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,62,0,2,60,31.0,3.9,0.1,2,31.0,62,0,0
Antonio Brown ,NWE,31,,1,0,8,4,56,14.0,1,3,20,4.0,56.0,50.0%,7.0,1,5,0,1,5,5.0,5.0,1.0,5,12.2,61,1,0
